name,cohort_id,cohort_entries,cohort_subjects,database_id
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Pregnant women,135001992,46,46,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Pregnant women,136001992,-5,-5,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Pregnant women,137001992,-5,-5,PREMIER
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Pregnant women,138001992,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation without  with  Pregnant women,139001992,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Pregnant women,140001992,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation without  with  Pregnant women,141001992,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Flu-like symptom episodes,111002002,5,5,PREMIER
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Flu-like symptom episodes,112002002,6,6,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Flu-like symptom episodes,113002002,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Flu-like symptom episodes,114002002,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation without  with  Flu-like symptom episodes,115002002,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation without  with  Flu-like symptom episodes,116002002,NA,NA,NA
Persons tested for SARS-CoV-2 with at least 365d prior observation without  with  Flu-like symptom episodes,126002002,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation without  with  Flu-like symptom episodes,127002002,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation without  with  Flu-like symptom episodes,128002002,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation without  with  Flu-like symptom episodes,129002002,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Flu-like symptom episodes,130002002,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Flu-like symptom episodes,131002002,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Flu-like symptom episodes,132002002,334,334,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation without  with  Flu-like symptom episodes,133002002,503,503,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Flu-like symptom episodes,134002002,21,21,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Flu-like symptom episodes,135002002,33,33,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Flu-like symptom episodes,136002002,-5,-5,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Flu-like symptom episodes,137002002,-5,-5,PREMIER
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Flu-like symptom episodes,138002002,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation without  with  Flu-like symptom episodes,139002002,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Flu-like symptom episodes,140002002,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation without  with  Flu-like symptom episodes,141002002,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,111002032,5,5,PREMIER
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent chronic kidney disease broad,112002032,6,6,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,113002032,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent chronic kidney disease broad,114002032,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,115002032,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation without  with  Prevalent chronic kidney disease broad,116002032,NA,NA,NA
Persons tested for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,126002032,NA,NA,NA
Persons tested for SARS-CoV-2 with no required prior observation without  with  Prevalent chronic kidney disease broad,127002032,NA,NA,NA
Persons tested positive for SARS-CoV-2 with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,128002032,NA,NA,NA
Persons tested positive for SARS-CoV-2 with no required prior observation without  with  Prevalent chronic kidney disease broad,129002032,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,130002032,NA,NA,NA
Persons tested with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease broad,131002032,NA,NA,NA
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,132002032,221,221,PREMIER
Persons with a COVID-19 diagnosis or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease broad,133002032,403,403,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,134002032,16,16,PREMIER
Persons hospitalized with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease broad,135002032,31,31,PREMIER
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,136002032,NA,NA,NA
Persons hospitalized and requiring intensive services with a COVID-19 diagnosis record or a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease broad,137002032,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,138002032,NA,NA,NA
Persons hospitalized with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease broad,139002032,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with at least 365d prior observation without  with  Prevalent chronic kidney disease broad,140002032,NA,NA,NA
Persons hospitalized and requiring intensive services with a SARS-CoV-2 positive test with no required prior observation without  with  Prevalent chronic kidney disease broad,141002032,NA,NA,NA
Persons with Influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent end stage renal disease broad,111002042,5,5,PREMIER
Persons with Influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent end stage renal disease broad,112002042,6,6,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with at least 365d prior observation without  with  Prevalent end stage renal disease broad,113002042,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test 2017-2018 with no required prior observation without  with  Prevalent end stage renal disease broad,114002042,-5,-5,PREMIER
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with at least 365d prior observation without  with  Prevalent end stage renal disease broad,115002042,NA,NA,NA
Persons hospitalized with influenza diagnosis or positive test and requiring intensive services 2017-2018 with no required prior observation without  with  Prevalent end stage renal disease broad,116002042,NA,NA,NA
